SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,-0.9593557512230462,0.10204237022595097,-0.759177994676723,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
0,-0.09875484546265471,0.7094470237336891,0.10611516910856392,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
0,-1.2872037153222429,-1.5115848274168584,-1.0049643170909772,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1
1,-0.7954317691734478,1.0565353971666818,-0.4685849205504725,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1,0.6798840692729375,-0.5137057537970032,0.044497612470648776,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1.540484975033329,0.026951135589005352,1.144524325352755,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,-1.2872037153222429,-1.4999039686955558,-1.0048098871244662,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,1.2536180064465319,1.4987393344731395,1.9450010260509691,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0,-1.2872037153222429,-1.3513901935247077,-1.002846420407397,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.5979220782481384,-1.4932291922833827,-0.597666311129936,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1,-0.672488782636249,1.119945773082325,-0.31327249708791527,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-0.7134697781486485,0.48584201392589527,-0.5231648830002406,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,1.6224469660581282,0.11872931125638334,1.1430682713827935,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
0,-0.7954317691734478,-1.5099161333138151,-0.9003490454916241,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,1.0896940243969335,-0.49868750686961405,0.30881553086623076,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,0.10615013209934325,1.0531980089605957,0.4879322305952795,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,-0.5085648005866507,-1.5215969920351178,-0.856601242121418,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,-0.016792854437855522,0.8145747522254126,0.26661202716113547,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-1.2872037153222429,0.9814441625297362,-0.9720045499527585,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-1.2052417242974438,-0.026447075708378013,-0.9274184124786351,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
0,-1.0822987377602449,-1.3280284760821024,-0.9461044384264741,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-1.1232797332726445,0.5375715311202355,-0.8300613493053021,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-1.0822987377602449,-1.5082474392107719,-0.9655626142068684,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,-0.8364127646858474,0.5225532841928463,-0.6314423509482846,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1.5814659705457286,1.1766813725857952,2.145318754039608,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
0,1.1716560154217326,1.5488001575644366,2.0201642968942837,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1
1,1.6224469660581282,1.1065962202579789,2.043703836075327,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0,1.335579997471331,1.4954019462670531,2.1360308946251565,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0
0,-0.09875484546265471,1.1683379020705789,0.3027927621722994,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-0.30365982302465266,-0.5654352709913435,-0.44288336183827376,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
0,0.8438080513225359,0.9130277043049636,1.0950846746454268,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1,-1.1642607287850442,0.6026506011389218,-0.8778243318047959,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,-1.2872037153222429,0.9947937153540823,-0.9718280585624601,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0.18811212312414244,-1.514922215622945,-0.6933687675192219,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,-0.9593557512230462,0.6727357534667375,-0.6807716945366764,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,-0.9593557512230462,-1.5249343802412043,-0.9474060624299245,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,-0.877393760198247,-0.7056055756469755,-0.8003225500400283,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-0.7544507736610482,0.5826262719024031,-0.4908890199994278,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.6389030737605379,-1.5032413569016423,-0.5800392335238871,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,0.8028270558101364,-1.5132535215199017,-0.5414096804723335,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.8028270558101364,1.0181554327966877,1.1818743158246454,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
1,0.22909311863654203,-1.5015726627985988,-0.689044728456912,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-0.30365982302465266,-0.16161129805488028,-0.39397318530184056,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1.2126370109341322,-1.394776240203832,-0.38294247340819304,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,-0.5905267916114498,1.0298362915179902,-0.24569835602743048,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-1.1232797332726445,-1.4965665804894692,-0.9728208226328884,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,0.5979220782481384,-1.3563962758338375,-0.5017211790789896,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-0.05777384995025511,0.4424559672467712,0.06071275895431064,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1,0.8438080513225359,-0.3585172022139821,0.24576398168214167,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-1.2872037153222429,-0.5537544122700407,-0.99230105983707,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,-0.2626788275122531,-0.3051189909165987,-0.32842869522978696,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
0,-0.2626788275122531,-1.514922215622945,-0.8119709817997202,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1.6224469660581282,1.4102985470118483,2.329311028425649,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,-0.5085648005866507,-1.5282717684472908,-0.8485046995914808,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1
1,-0.9183747557106465,0.716121800145862,-0.6357663900105944,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,-0.1397358409750543,-1.5132535215199017,-0.7776654678104763,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-0.34464081853705225,-1.4932291922833827,-0.7810629270737198,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,-0.1397358409750543,1.1149396907731952,0.28046660129955664,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
1,1.4175419884961302,1.2083865605436168,2.004721300243177,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
0,1.5814659705457286,0.654380118333262,1.6539667234489728,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
0,0.02418814107454407,0.5142098136776301,0.15599604829163793,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0.02418814107454407,0.04030068841335143,-0.023010344318474114,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,-0.1807168364874539,1.20504917233753,0.2270779557343026,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
0,0.5979220782481384,-1.4999039686955558,-0.6283758130418506,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,1.4995039795209293,1.3285325359627296,2.20623034511633,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
0,-1.2462227198098432,0.5609332485628409,-0.93227192571184,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-1.2872037153222429,-0.17329215677618298,-0.9872710552135667,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
0,-0.38562181404945184,0.8329303873588886,-0.11145459228174004,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1.540484975033329,1.4787150052366207,2.3724852347773857,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
0,-0.09875484546265471,-1.3380406407003618,-0.6653728207331445,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0,-1.2052417242974438,-1.5082474392107719,-0.9918377699375367,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,1.6224469660581282,1.3001647362109947,2.2085688560377834,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
0,0.8028270558101364,-0.24170861500095556,0.32858256657964724,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
0,1.0896940243969335,-1.3597336640399238,-0.3549465266221157,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
0,-1.1642607287850442,-1.5065787451077288,-0.9769904317286872,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,0.02418814107454407,1.3085082067262108,0.490667847144904,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-0.4266028095618514,1.3151829831383834,-0.05162401097059577,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
0,-1.1232797332726445,-1.529940462550334,-0.9581279143905498,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
1,1.0487130288845339,1.4570219818970584,1.7603689703750967,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1
1,0.22909311863654203,0.5092037313685007,0.38170647505945376,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.34464081853705225,0.654380118333262,-0.13547948278610436,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0
0,1.0077320333721342,0.0002520299403136704,0.6134396705212011,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.43399809619854,0.22385703974810742,0.38642761974993484,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0
0,-1.2462227198098432,-0.13324349830314522,-0.9581720372381246,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1,-0.8364127646858474,1.0982527497427628,-0.5459543337725162,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
0,-1.2872037153222429,0.3440030151672202,-0.9804320138395052,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1.2945990019589315,0.2789239451485339,1.0882676946951526,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.5905267916114498,0.9864502448388661,-0.26723030564383043,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,-0.1807168364874539,-0.363523284523112,-0.33147317171243373,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,-1.1642607287850442,-0.6405265056282891,-0.9336176725628651,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,-0.38562181404945184,-1.3480528053186214,-0.7422348212080805,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0.14713112761174285,0.6577175065393488,0.3395912170495074,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,-1.1642607287850442,-0.5654352709913435,-0.9245063045387122,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,1.2945990019589315,1.0615414794758118,1.823751440915995,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
0,-0.2216978319998535,0.03195721789813525,-0.1866840473964162,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0.7208650647853372,0.9447328922627852,1.0809874248453453,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
0,1.4585229840085299,-1.339709334803405,-0.29489533107309845,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-0.2626788275122531,0.1437597228020319,-0.21951144599191127,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,1.1716560154217326,1.3085082067262108,1.8123236233941764,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1
0,1.0487130288845339,-1.523265686138161,-0.5373724399192584,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-0.38562181404945184,-0.1833043213944423,-0.38975945335846723,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0.9667510378597347,-1.5182596038290312,-0.5496165301212073,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,1.2945990019589315,1.4687028406183615,1.960642575516161,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0,1.0896940243969335,0.1170606171533402,0.7824742995794557,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,-0.9183747557106465,-1.5032413569016423,-0.9163215163136257,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-1.0413177422478452,0.3423343210641771,-0.8016241740434787,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,-1.2462227198098432,0.49919156675024134,-0.9279037638019556,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1.6224469660581282,-1.4815483335620803,-0.3425480064536558,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0,0.22909311863654203,0.03195721789813525,0.09920994346314052,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,-0.6315077871238494,0.18714576948115594,-0.481181993533018,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1.3765609929837306,-0.044802710841853756,0.8280973239715822,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
0,-1.2462227198098432,0.5258906723989331,-0.9382285101344098,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,-0.6315077871238494,1.3018334303140378,-0.24446291629534198,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-0.9183747557106465,-1.374751910967313,-0.9137844525780867,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
1,-1.1642607287850442,0.3072917449002692,-0.8784641130946275,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,-0.6315077871238494,0.5108724254715439,-0.4238664145336254,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1.540484975033329,0.647705341921089,1.5039931645429407,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0.5979220782481384,0.505866343162414,0.6743292001741354,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1.3765609929837306,0.47416115520459284,1.2606115373215019,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
1,0.18811212312414244,1.3869368295692428,0.7762088552238641,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1,-0.09875484546265471,0.42410033211329573,0.02378193553437859,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.43399809619854,0.4541368259680737,0.5130381308652213,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,-1.2872037153222429,-0.48200056583918166,-0.9913524186142163,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,1.6224469660581282,1.450347205484886,2.3953408698210232,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,1.1716560154217326,-1.3413780289064483,-0.3526300771244497,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
1,0.7208650647853372,0.3323221564459178,0.6728290233565993,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
1,1.6224469660581282,1.6505904978500743,2.663431291684233,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,-1.2872037153222429,0.3139665213124418,-0.9808291194676766,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,-0.5905267916114498,-1.5199282979320745,-0.8322895531078188,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-1.1642607287850442,-1.3263597819790591,-0.976593326100516,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,1.2126370109341322,-1.3864327696886156,-0.3886343207453152,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1,1.3765609929837306,1.443672429072713,2.1085423605861875,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0
0,-0.9183747557106465,0.08702412329856175,-0.7255563848248854,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
0,-0.09875484546265471,-1.523265686138161,-0.7452572362669398,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,-0.2626788275122531,0.831261693255845,0.006618147827863195,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0
1,-1.0003367467354458,0.9764380802206069,-0.6859340677029034,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
0,0.6389030737605379,-1.523265686138161,-0.623985589708179,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-1.0413177422478452,-1.4865544158712098,-0.9475604923964356,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,1.4585229840085299,1.3368760064779457,2.15125327703839,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
0,-0.5495457960990502,0.4357811908345982,-0.35589516784496933,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-0.6315077871238494,-1.5032413569016423,-0.8577043133107828,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-0.1807168364874539,0.9063529278927906,0.13472883576068556,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
0,-0.2626788275122531,-0.17162346267313985,-0.30065336268158244,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
0,-0.30365982302465266,-1.5065787451077288,-0.8056172917489791,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,-0.5905267916114498,-0.013097522884032408,-0.4989635011055778,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,-1.2872037153222429,0.5008602608532845,-0.9783582400034996,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0.5159600872233392,1.487058475751837,1.14856156590583,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,-1.1232797332726445,-0.6805751641013269,-0.916475946280137,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-1.2462227198098432,0.9981311035601687,-0.934213331005122,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1
0,1.2536180064465319,-1.353058887627751,-0.3190305286963993,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-0.016792854437855522,1.296827348004908,0.4938667535940618,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
0,0.8438080513225359,1.4603593701031452,1.5092879062518916,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
0,-1.0413177422478452,0.8195808345345426,-0.7451248677242162,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
0,-1.1232797332726445,0.3156352154154854,-0.8444674590384057,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,-1.1232797332726445,-1.4898918040772964,-0.969864591845391,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,-1.2462227198098432,-0.33682417887442007,-0.9637315160325229,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
0,1.0487130288845339,-1.3630710522460103,-0.38550159856751937,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-1.2872037153222429,-1.516590909725988,-1.0050305013623393,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
0,-1.2052417242974438,-1.5199282979320745,-0.9835867974410885,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,-0.38562181404945184,-1.3630710522460103,-0.7761432295691529,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0.14713112761174285,0.6527114242302189,0.3320682715380399,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,1.0896940243969335,1.3869368295692428,1.745212772233225,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1
